id,provider,title,start_date,end_date,startyear,endyear,type,tags
OREGONSTATE/PRISM/AN81d,PRISM / OREGONSTATE,PRISM Daily Spatial Climate Dataset AN81d,12/31/80,10/17/19,1980,2019,ImageCollection,"prism, oregonstate, precipitation, climate, weather, temperature, geophysical, vapor, pressure, monthly, daily"
OREGONSTATE/PRISM/AN81m,PRISM / OREGONSTATE,PRISM Monthly Spatial Climate Dataset AN81m,01/01/1895,08/31/19,1895,2019,ImageCollection,"prism, oregonstate, precipitation, climate, weather, temperature, geophysical, vapor, pressure, monthly, monthly"
MODIS/006/MYD09GQ,NASA LP DAAC at the USGS EROS Center,MYD09GQ.006 Aqua Surface Reflectance Daily Global 250m,02/23/00,10/16/19,2000,2019,ImageCollection,"modis, myd09gq, daily, global, usgs, nasa, aqua, surface_reflectance, sr"
NOAA/PERSIANN-CDR,NOAA NCDC,PERSIANN-CDR: Precipitation Estimation from Remotely Sensed Information Using Artificial Neural Networks-Climate Data Record,12/31/82,06/29/19,1982,2019,ImageCollection,"noaa, cdr, ncdc, precipitation, persiann, geophysical, weather, climate"
TOMS/MERGED,NASA / GES DISC,TOMS and OMI Merged Ozone Data,10/31/78,10/17/19,1978,2019,ImageCollection,"nasa, ges_disc, goddard, toms, ozone, omi, atmosphere, aura, geophysical, climate"
CPOM/CryoSat2/ANTARCTICA_DEM,CPOM,CryoSat-2 Antarctica 1km DEM,06/30/10,06/30/16,2010,2016,Image,"cpom, cryosat-2, dem, elevation, antarctica, polar"
MODIS/006/MCD64A1,NASA LP DAAC at the USGS EROS Center,MCD64A1.006 MODIS Burned Area Monthly Global 500m,10/31/00,07/31/19,2000,2019,ImageCollection,"modis, mcd64a1, monthly, global, usgs, nasa, burn, fire, geophysical"
MODIS/006/MOD08_M3,NASA GSFC,MOD08_M3.006 Terra Atmosphere Monthly Global Product,02/29/00,03/31/18,2000,2018,ImageCollection,"modis, mod08, mod08_m3, monthly, global, terra, usgs, nasa, atmosphere, temperature, geophysical"
MODIS/006/MYD08_M3,NASA GSFC,MYD08_M3.006 Aqua Atmosphere Monthly Global Product,02/29/00,03/31/18,2000,2018,ImageCollection,"modis, mod08, myd08_m3, monthly, global, aqua, usgs, nasa, atmosphere, temperature, geophysical"
MODIS/006/MYD09Q1,NASA LP DAAC at the USGS EROS Center,MYD09Q1.006 Aqua Surface Reflectance 8-Day Global 250m,03/04/00,09/29/19,2000,2019,ImageCollection,"modis, myd09q1, 8-day, global, aqua, usgs, nasa, surface_reflectance, sr"
MODIS/006/MYD10A1,NSIDC,MYD10A1.006 Aqua Snow Cover Daily Global 500m,02/23/00,10/16/19,2000,2019,ImageCollection,"modis, myd10a1, daily, global, nsidc, nasa, aqua, snow, albedo, geophysical"
NOAA/CDR/AVHRR/LAI_FAPAR/V4,NOAA,"NOAA CDR AVHRR LAI FAPAR: Leaf Area Index and Fraction of Absorbed Photosynthetically Active Radiation, Version 4",06/23/81,05/15/19,1981,2019,ImageCollection,"noaa, cdr, avhrr, land, daily, lai, fapar"
NOAA/CDR/AVHRR/NDVI/V4,NOAA,"NOAA CDR AVHRR NDVI: Normalized Difference Vegetation Index, Version 4",06/23/81,05/15/19,1981,2019,ImageCollection,"noaa, cdr, avhrr, land, daily, ndvi"
COPERNICUS/S3/OLCI,European Union/ESA/Copernicus,Sentinel-3 OLCI EFR: Ocean and Land Color Instrument Earth Observation Full Resolution,10/17/16,10/20/19,2016,2019,ImageCollection,"eu, esa, copernicus, sentinel, olci, toa, radiance"
WWF/HydroSHEDS/15DIR,WWF,"WWF HydroSHEDS Drainage Direction, 15 Arc-Seconds",02/10/00,02/21/00,2000,2000,Image,"wwf, hydrosheds, water, hydrology, hydrography, srtm, geophysical, drainage, flow, direction"
WWF/HydroSHEDS/03DIR,WWF,"WWF HydroSHEDS Drainage Direction, 3 Arc-Seconds",02/10/00,02/21/00,2000,2000,Image,"wwf, hydrosheds, water, hydrology, hydrography, srtm, geophysical, drainage, flow, direction"
WWF/HydroSHEDS/30DIR,WWF,"WWF HydroSHEDS Drainage Direction, 30 Arc-Seconds",02/10/00,02/21/00,2000,2000,Image,"wwf, hydrosheds, water, hydrology, hydrography, srtm, geophysical, drainage, flow, direction"
AHN/AHN2_05M_INT,AHN,"AHN Netherlands 0.5m DEM, Interpolated",12/31/11,12/31/11,2011,2011,Image,"ahn, lidar, elevation, netherlands, dem, geophysical"
ASTER/AST_L1T_003,NASA LP DAAC at the USGS EROS Center,ASTER L1T Radiance,03/03/00,10/18/19,2000,2019,ImageCollection,"eos, terra, aster, usgs, vnir, tir, swir, nir, radiance, thermal, toa, imagery"
UMN/PGC/ArcticDEM/V3/2m,University of Minnesota Polar Geospatial Center,ArcticDEM Strips,08/15/09,03/11/17,2009,2017,ImageCollection,"umn, pgc, arctic, dem, geophysical"
WRI/GFW/FORMA/thresholds,World Resources Institute / Global Forest Watch,FORMA alert thresholds,12/31/11,12/31/15,2011,2015,Image,"forma, gfw, wri, forests, deforestation, modis, monitoring, daily"
USGS/GFSAD1000_V1,Global Food Security-support Analysis Data at 30m Project (GFSAD30),"GFSAD1000: Cropland Extent 1km Multi-Study Crop Mask, Global Food-Support Analysis Data",12/31/99,12/31/00,1999,2000,Image,"gfsad, usgs, landcover, cropland, crop"
NASA/GLDAS/V021/NOAH/G025/T3H,NASA,GLDAS-2.1: Global Land Data Assimilation System,12/31/99,09/19/19,1999,2019,ImageCollection,"nasa, ldas, gldas, 3-hourly, forcing, wind, temperature, humidity, geophysical, soil, moisture, surface, pressure, radiation, precipitation, evaporation, climate"
MODIS/006/MYD17A3H,NASA LP DAAC at the USGS EROS Center,MYD17A3H.006: Aqua Net Primary Production Yearly Global 500m,12/31/99,12/31/13,1999,2013,ImageCollection,"modis, mod17a3, yearly, global, aqua, usgs, nasa, gpp, npp, psn, productivity, photosynthesis"
NASA/OCEANDATA/MODIS-Aqua/L3SMI,NASA GSFC,Ocean Color SMI: Standard Mapped Image MODIS Aqua Data,07/03/02,10/18/19,2002,2019,ImageCollection,"nasa, oceandata, modis, temperature, weather, climate, ocean, biology, chlorophyll, reflectance"
NOAA/VIIRS/001/VNP09GA,NASA LP DAAC at the USGS EROS Center,VNP09GA: VIIRS Surface Reflectance Daily 500m and 1km,01/18/12,10/17/19,2012,2019,ImageCollection,"nasa, noaa, viirs, npp, sr, reflectance, daily, vnp09ga"
NASA/ASTER_GED/AG100_003,NASA,AG100: ASTER Global Emissivity Dataset 100-meter V003,12/31/99,12/30/08,1999,2008,Image,"nasa, jpl, caltech, aster, ged, emissivity, temperature, ndvi, lst, thermal, infrared, geophysical, elevation"
UMN/PGC/ArcticDEM/V3/2m_mosaic,University of Minnesota Polar Geospatial Center,ArcticDEM Mosaic,09/20/16,09/20/16,2016,2016,Image,"umn, pgc, arctic, dem, geophysical"
AU/GA/AUSTRALIA_5M_DEM,Geoscience Australia,Australian 5M DEM,11/30/15,11/30/15,2015,2015,ImageCollection,"geoscience_australia, ga, lidar, elevation, australia, dem, geophysical"
JAXA/ALOS/PALSAR/YEARLY/SAR,JAXA EORC,Global PALSAR-2/PALSAR Yearly Mosaic,12/31/06,12/31/17,2006,2017,ImageCollection,"jaxa, eroc, alos, alos2, palsar, sar"
MODIS/006/MYD09A1,NASA LP DAAC at the USGS EROS Center,MYD09A1.006 Aqua Surface Reflectance 8-Day Global 500m,03/04/00,10/07/19,2000,2019,ImageCollection,"modis, myd09a1, 8-day, global, aqua, usgs, nasa, surface_reflectance, sr"
NASA/NLDAS/FORA0125_H002,NASA,NLDAS-2: North American Land Data Assimilation System Forcing Fields,12/31/78,10/16/19,1978,2019,ImageCollection,"nasa, ldas, nldas, hourly, forcing, wind, temperature, humidity, geophysical, pressure, radiation, precipitation, evaporation, climate"
NOAA/CDR/ATMOS_NEAR_SURFACE/V2,NOAA,"NOAA CDR: Ocean Near-Surface Atmospheric Properties, Version 2",12/31/87,05/30/19,1987,2019,ImageCollection,"noaa, cdr, osb, atmospheric, ocean, humidity, hourly, wind, air-temperature"
AHN/AHN2_05M_NON,AHN,"AHN Netherlands 0.5m DEM, Non-Interpolated",12/31/11,12/31/11,2011,2011,Image,"ahn, lidar, elevation, netherlands, dem, geophysical"
JAXA/ALOS/AVNIR-2/ORI,JAXA Earth Observation Research Center,ALOS/AVNIR-2 ORI,04/25/06,04/17/11,2006,2011,ImageCollection,"jaxa, eorc, visible, orthorectified, alos, avnir-2"
CIESIN/GPWv411/GPW_Mean_Administrative_Unit_Area,CIESIN,GPWv411: Mean Administrative Unit Area (Gridded Population of the World Version 4.11),12/31/99,12/31/19,1999,2019,Image,"ciesin, gpw, population"
CSP/ERGo/1_0/Global/ALOS_topoDiversity,Conservation Science Partners,Global ALOS Topographic Diversity,01/23/06,05/12/11,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, global"
USGS/LIMA/MOSAIC,USGS,Landsat Image Mosaic of Antarctica (LIMA) 16-Bit Pan-sharpened Mosaic,06/29/99,09/03/02,1999,2002,Image,"usgs, lima, landsat_derived, antarctica, sr, mosaic, ice"
MODIS/006/MOD09GA,NASA LP DAAC at the USGS EROS Center,MOD09GA.006 Terra Surface Reflectance Daily Global 1km and 500m,02/23/00,10/15/19,2000,2019,ImageCollection,"modis, mod09ga, daily, global, usgs, nasa, terra, surface_reflectance, sr"
MODIS/006/MOD14A1,NASA LP DAAC at the USGS EROS Center,MOD14A1.006: Terra Thermal Anomalies & Fire Daily Global 1km,02/17/00,10/14/19,2000,2019,ImageCollection,"modis, mod14a1, daily, global, terra, usgs, nasa, fire"
MODIS/006/MYD09GA,NASA LP DAAC at the USGS EROS Center,MYD09GA.006 Aqua Surface Reflectance Daily Global 1km and 500m,02/23/00,10/16/19,2000,2019,ImageCollection,"modis, myd09ga, daily, global, usgs, nasa, aqua, surface_reflectance, sr"
MODIS/006/MYD14A1,NASA LP DAAC at the USGS EROS Center,MYD14A1.006: Aqua Thermal Anomalies & Fire Daily Global 1km,02/17/00,10/06/19,2000,2019,ImageCollection,"modis, myd14a1, daily, global, aqua, usgs, nasa, fire"
USDA/NAIP/DOQQ,USDA Farm Service Agency,NAIP: National Agriculture Imagery Program,12/31/02,12/31/17,2002,2017,ImageCollection,"usda, fsa, naip, agriculture, aerial, highres, imagery"
NOAA/CDR/AVHRR/SR/V4,NOAA,"NOAA CDR AVHRR: Surface Reflectance, Version 4",06/23/81,05/15/19,1981,2019,ImageCollection,"noaa, cdr, avhrr, land, daily, sr, reflectance"
OREGONSTATE/PRISM/Norm81m,PRISM / OREGONSTATE,PRISM Long-Term Average Climate Dataset Norm81m,12/31/80,12/31/00,1980,2000,ImageCollection,"prism, oregonstate, precipitation, climate, weather, temperature, geophysical, vapor, pressure, monthly, 30-year"
LANDSAT/LE07/C01/T1_RT,USGS,USGS Landsat 7 Collection 1 Tier 1 and Real-Time data Raw Scenes,12/31/98,10/19/19,1998,2019,ImageCollection,"landsat, usgs, global, etm, l7, le7, c1, tier1, t1, nrt, rt, radiance"
WWF/HydroSHEDS/15ACC,WWF,"WWF HydroSHEDS Flow Accumulation, 15 Arc-Seconds",02/10/00,02/21/00,2000,2000,Image,"wwf, hydrosheds, water, hydrology, hydrography, srtm, geophysical, drainage, flow, accumulation"
WWF/HydroSHEDS/30ACC,WWF,"WWF HydroSHEDS Flow Accumulation, 30 Arc-Seconds",02/10/00,02/21/00,2000,2000,Image,"wwf, hydrosheds, water, hydrology, hydrography, srtm, geophysical, drainage, flow, accumulation"
WWF/HydroSHEDS/15CONDEM,WWF,"WWF HydroSHEDS Hydrologically Conditioned DEM, 15 Arc-Seconds",02/10/00,02/21/00,2000,2000,Image,"wwf, hydrosheds, water, hydrology, hydrography, srtm, geophysical, conditioned, elevation, dem, topography"
WWF/HydroSHEDS/03CONDEM,WWF,"WWF HydroSHEDS Hydrologically Conditioned DEM, 3 Arc-Seconds",02/10/00,02/21/00,2000,2000,Image,"wwf, hydrosheds, water, hydrology, hydrography, srtm, geophysical, conditioned, elevation, dem, topography"
WWF/HydroSHEDS/30CONDEM,WWF,"WWF HydroSHEDS Hydrologically Conditioned DEM, 30 Arc-Seconds",02/10/00,02/21/00,2000,2000,Image,"wwf, hydrosheds, water, hydrology, hydrography, srtm, geophysical, conditioned, elevation, dem, topography"
AHN/AHN2_05M_RUW,AHN,"AHN Netherlands 0.5m DEM, Raw Samples",12/31/11,12/31/11,2011,2011,Image,"ahn, lidar, elevation, netherlands, dem, geophysical"
AAFC/ACI,Agriculture and Agri-Food Canada,Canada AAFC Annual Crop Inventory,12/31/08,12/31/16,2008,2016,ImageCollection,"canada, aafc, crop, landcover"
NASA/ORNL/DAYMET_V3,NASA ORNL,Daymet V3: Daily Surface Weather and Climatological Summaries,12/31/79,12/30/18,1979,2018,ImageCollection,"nasa, ornl, daymet, temperature, precipitation, daylight, geophysical, radiation, flux, water, vapor, snow, weather, daily, climate"
ECMWF/ERA5/DAILY,ECMWF / Copernicus Climate Change Service,ERA5 Daily aggregates - Latest climate reanalysis produced by ECMWF / Copernicus Climate Change Service,01/01/79,07/30/19,1979,2019,ImageCollection,"ecmwf, copernicus, era5, reanalysis, wind, temperature, dewpoint, surface, pressure, precipitation, climate"
ECMWF/ERA5/MONTHLY,ECMWF / Copernicus Climate Change Service,ERA5 Monthly aggregates - Latest climate reanalysis produced by ECMWF / Copernicus Climate Change Service,12/31/78,06/30/19,1978,2019,ImageCollection,"ecmwf, copernicus, era5, reanalysis, wind, temperature, dewpoint, surface, pressure, precipitation, climate"
CIESIN/GPWv411/GPW_Land_Area,CIESIN,GPWv411: Land Area (Gridded Population of the World Version 4.11),12/31/99,12/31/19,1999,2019,Image,"ciesin, gpw, population"
CIESIN/GPWv411/GPW_Water_Area,CIESIN,GPWv411: Water Area (Gridded Population of the World Version 4.11),12/31/99,12/31/19,1999,2019,Image,"ciesin, gpw, population"
USGS/GTOPO30,United States Geological Survey,GTOPO30: Global 30 Arc-Second Elevation,12/31/95,12/31/95,1995,1995,Image,"nasa, usgs, gtopo30, elevation, topography, dem, geophysical"
MODIS/006/MCD15A3H,NASA LP DAAC at the USGS EROS Center,MCD15A3H.006 MODIS Leaf Area Index/FPAR 4-Day Global 500m,07/03/02,10/11/19,2002,2019,ImageCollection,"modis, mcd115a3h, 4-day, global, usgs, nasa, fpar, lai, vegetation"
MODIS/006/MCD43A3,NASA LP DAAC at the USGS EROS Center,MCD43A3.006 MODIS Albedo Daily 500m,02/17/00,10/02/19,2000,2019,ImageCollection,"modis, mcd43a3, daily, global, usgs, nasa, albedo, white_sky, black_sky"
MODIS/006/MOD11A2,NASA LP DAAC at the USGS EROS Center,MOD11A2.006 Terra Land Surface Temperature and Emissivity 8-Day Global 1km,03/04/00,10/07/19,2000,2019,ImageCollection,"modis, mod11a2, 8-day, global, terra, usgs, nasa, surface_temperature, emissivity, lst"
MODIS/006/MOD44W,NASA LP DAAC at the USGS EROS Center,MOD44W.006 Terra Land Water Mask Derived from MODIS and SRTM Yearly Global 250m,12/31/99,12/31/14,1999,2014,ImageCollection,"modis, mod44w, usgs, nasa, water_mask, srtm, geophysical"
MODIS/006/MYD11A2,NASA LP DAAC at the USGS EROS Center,MYD11A2.006 Aqua Land Surface Temperature and Emissivity 8-Day Global 1km,03/04/00,09/29/19,2000,2019,ImageCollection,"modis, myd11a2, 8-day, global, aqua, usgs, nasa, surface_temperature, emissivity, lst"
MODIS/006/MYD13A1,NASA LP DAAC at the USGS EROS Center,MYD13A1.006 Aqua Vegetation Indices 16-Day Global 500m,02/17/00,09/21/19,2000,2019,ImageCollection,"modis, myd13a1, 16-day, global, aqua, usgs, nasa, vegetation, ndvi, evi"
MODIS/006/MYD13Q1,NASA LP DAAC at the USGS EROS Center,MYD13Q1.006 Aqua Vegetation Indices 16-Day Global 250m,02/17/00,09/21/19,2000,2019,ImageCollection,"modis, myd13q1, 16-day, global, aqua, usgs, nasa, vegetation, ndvi, evi"
MODIS/006/MYD17A2H,NASA LP DAAC at the USGS EROS Center,MYD17A2H.006: Aqua Gross Primary Productivity 8-Day Global 500m,03/04/00,09/29/19,2000,2019,ImageCollection,"modis, mod17a2, 8-day, global, aqua, usgs, nasa, gpp, psn, productivity, photosynthesis"
NASA/GLDAS/V20/NOAH/G025/T3H,NASA,Reprocessed GLDAS-2.0: Global Land Data Assimilation System,01/01/1948,12/30/10,1948,2010,ImageCollection,"nasa, ldas, gldas, 3-hourly, forcing, wind, temperature, humidity, geophysical, soil, moisture, surface, pressure, radiation, precipitation, evaporation, climate"
LANDSAT/LC08/C01/T1_RT,USGS,USGS Landsat 8 Collection 1 Tier 1 and Real-Time data Raw Scenes,04/10/13,10/19/19,2013,2019,ImageCollection,"landsat, usgs, global, oli_tirs, l8, lc8, c1, tier1, t1, nrt, rt, radiance"
WWF/HydroSHEDS/03VFDEM,WWF,"WWF HydroSHEDS Void-Filled DEM, 3 Arc-Seconds",02/10/00,02/21/00,2000,2000,Image,"wwf, hydrosheds, water, hydrology, hydrography, srtm, geophysical, void-filled, elevation, dem, topography"
WRI/GFW/FORMA/alerts,World Resources Institute / Global Forest Watch,FORMA Alerts,12/31/11,05/17/19,2011,2019,Image,"forma, gfw, wri, forests, deforestation, modis, monitoring, daily"
USGS/GFSAD1000_V0,Global Food Security-support Analysis Data at 30m Project (GFSAD30),"GFSAD1000: Cropland Extent 1km Crop Dominance, Global Food-Support Analysis Data",12/31/99,12/31/00,1999,2000,Image,"gfsad, usgs, landcover, cropland, crop"
CSP/ERGo/1_0/Global/ALOS_CHILI,Conservation Science Partners,Global ALOS CHILI (Continuous Heat-Insolation Load Index),01/23/06,05/12/11,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, global"
CSP/ERGo/1_0/Global/ALOS_mTPI,Conservation Science Partners,Global ALOS mTPI (Multi-Scale Topographic Position Index),01/23/06,05/12/11,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, global"
JAXA/ALOS/PALSAR/YEARLY/FNF,JAXA EORC,Global PALSAR-2/PALSAR Forest/Non-Forest Map,12/31/06,12/31/17,2006,2017,ImageCollection,"jaxa, eroc, alos, alos2, palsar, sar, forest, landcover, classification"
MODIS/051/MCD45A1,NASA LP DAAC at the USGS EROS Center,MCD45A1.051 Burned Area Monthly Global 500m,03/31/00,12/31/16,2000,2016,ImageCollection,"modis, mcd45a1, monthly, global, usgs, burn, fire, geophysical"
MODIS/006/MOD11A1,NASA LP DAAC at the USGS EROS Center,MOD11A1.006 Terra Land Surface Temperature and Emissivity Daily Global 1km,03/04/00,10/14/19,2000,2019,ImageCollection,"modis, mod11a1, daily, global, terra, usgs, nasa, surface_temperature, emissivity, lst"
MODIS/006/MYD11A1,NASA LP DAAC at the USGS EROS Center,MYD11A1.006 Aqua Land Surface Temperature and Emissivity Daily Global 1km,03/04/00,10/09/19,2000,2019,ImageCollection,"modis, myd11a1, daily, global, aqua, usgs, nasa, surface_temperature, emissivity, lst"
MODIS/006/MYDOCGA,NASA LP DAAC at the USGS EROS Center,MYDOCGA.006 Aqua Ocean Reflectance Daily Global 1km,02/23/00,10/16/19,2000,2019,ImageCollection,"modis, mydocga, daily, global, aqua, usgs, nasa, ocean, reflectance, sr"
Oxford/MAP/IGBP_Fractional_Landcover_5km_Annual,Oxford Malaria Atlas Project,Oxford MAP: Malaria Atlas Project Fractional International Geosphere-Biosphere Programme Landcover,12/31/00,12/31/12,2000,2012,ImageCollection,"oxford, map, igpb, landcover"
LANDSAT/LE07/C01/T1_RT_TOA,USGS/Google,USGS Landsat 7 Collection 1 Tier 1 and Real-Time data TOA Reflectance,12/31/98,10/19/19,1998,2019,ImageCollection,"landsat, usgs, global, toa, tier1, rt, t1, nrt, radiance, etm, l7, le7, c1"
CSP/ERGo/1_0/Global/ALOS_landforms,Conservation Science Partners,Global ALOS Landforms,01/23/06,05/12/11,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, global"
MODIS/006/MOD14A2,NASA LP DAAC at the USGS EROS Center,MOD14A2.006: Terra Thermal Anomalies & Fire 8-Day Global 1km,02/17/00,10/07/19,2000,2019,ImageCollection,"modis, mod14a2, 8-day, global, terra, usgs, nasa, fire"
MODIS/006/MYD13A2,NASA LP DAAC at the USGS EROS Center,MYD13A2.006 Aqua Vegetation Indices 16-Day Global 1km,02/17/00,09/21/19,2000,2019,ImageCollection,"modis, myd13a2, 16-day, global, aqua, usgs, nasa, vegetation, ndvi, evi"
MODIS/006/MYD14A2,NASA LP DAAC at the USGS EROS Center,MYD14A2.006: Aqua Thermal Anomalies & Fire 8-Day Global 1km,02/17/00,09/29/19,2000,2019,ImageCollection,"modis, myd14a2, 8-day, global, aqua, usgs, nasa, fire"
Oxford/MAP/EVI_5km_Monthly,Oxford Malaria Atlas Project,Oxford MAP EVI: Malaria Atlas Project Gap-Filled Enhanced Vegetation Index,01/31/01,05/31/15,2001,2015,ImageCollection,"oxford, map, evi, vegetation"
Oxford/MAP/LST_Day_5km_Monthly,Oxford Malaria Atlas Project,Oxford MAP LST: Malaria Atlas Project Gap-Filled Daytime Land Surface Temperature,02/28/01,05/31/15,2001,2015,ImageCollection,"oxford, map, lst, surface_temperature"
Oxford/MAP/LST_Night_5km_Monthly,Oxford Malaria Atlas Project,Oxford MAP LST: Malaria Atlas Project Gap-Filled Nighttime Land Surface Temperature,02/28/01,05/31/15,2001,2015,ImageCollection,"oxford, map, lst, surface_temperature"
Oxford/MAP/TCB_5km_Monthly,Oxford Malaria Atlas Project,Oxford MAP TCB: Malaria Atlas Project Gap-Filled Tasseled Cap Brightness,01/31/01,12/31/14,2001,2014,ImageCollection,"oxford, map, tcb, tasseled_cap, brightness"
Oxford/MAP/TCW_5km_Monthly,Oxford Malaria Atlas Project,Oxford MAP TCW: Malaria Atlas Project Gap-Filled Tasseled Cap Wetness,01/31/01,12/31/14,2001,2014,ImageCollection,"oxford, map, tcb, tasseled_cap, wetness"
LANDSAT/LC08/C01/T1_RT_TOA,USGS/Google,USGS Landsat 8 Collection 1 Tier 1 and Real-Time data TOA Reflectance,04/10/13,10/19/19,2013,2019,ImageCollection,"landsat, usgs, global, toa, tier1, rt, t1, nrt, lc8, radiance, l8, oli_tirs, c1"
USGS/NED,United States Geological Survey,USGS National Elevation Dataset 1/3 arc-second,02/06/12,02/06/12,2012,2012,Image,"usgs, ned, elevation, topography, dem, geophysical"
AU/GA/DEM_1SEC/v10/DEM-H,Geoscience Australia,DEM-H: Australian SRTM Hydrologically Enforced Digital Elevation Model,01/31/10,01/31/10,2010,2010,Image,"geoscience_australia, ga, srtm, elevation, australia, dem, geophysical, smoothed"
